canonical_smiles molregno activity_id standard_value standard_units
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cc(C)nc(n4)c5ccccc5 632195 3302556 30 nM
CC1CCN(CC1)c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2 632092 3302557 5600 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(cc4)N5CCCCC5 632091 3302558 690 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(cc4)N5C=CC(=O)C=C5 632090 3302559 5000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnc(s4)c5ccccc5 632089 3302560 340 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5cccs5 632088 3302561 930 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5cnccn5 632622 3302562 7900 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)N5CCOCC5 631496 3302563 5100 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5ccccn5 631497 3302564 2800 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5cccnc5 631498 3302565 1500 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4nnn(c4C)c5ccc(F)cc5F 631499 3302566 720 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4onc(c4C)c5ccc(Cl)cc5 631568 3302567 440 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(C)onc4c5ccc(Cl)cc5 631569 3302568 400 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(Cl)n(C)nc4c5ccccc5 631570 3302569 1500 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(C)onc4c5ccccc5 631571 3302570 1600 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4nc5ccccc5s4 631649 3302571 480 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc5nc6ccccc6n5c4C 631650 3302572 430 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc5ncnn5c4C 631651 3302573 710 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cn5CCSc5n4 631652 3302574 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(C)nc5ccccn45 631653 3302575 2000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc5nccnc5c4 631732 3302576 2100 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cc5cccnc5nc4C 403099 3302577 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc5OCOCc5c4 631733 3302578 910 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(C#N)s4 631734 3302579 480 nM
CCOC(=N)c1ccc(s1)c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2 631735 3302580 1200 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccn4 631805 3302581 4500 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5ccncc5 631806 3302582 1200 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(n4)c5csc(C)n5 631807 3302583 3100 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(n4)c5cc(C)on5 631808 3302584 710 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnc5OCOc5c4 631809 3302585 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnc5cc(C)nn5c4C 403095 3302586 2200 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccn5ncnc5n4 631885 3302587 5200 nM
C[C@@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N 267366 3316976 400 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(cc4)C#N 632402 3316977 780 nM
C[C@@H]1CCCN1CCc2ccc3ncccc3c2 632403 3316978 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(C)ccc3c2 632404 3316979 54000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)C4CC4 632405 3316980 11000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)C(C)(C)C 632468 3316981 1700 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4nccs4 632620 3316982 2900 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)C4=NCCS4 632621 3316983 6300 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(C)nc4C 632336 3316984 5100 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cccnc4 632337 3316985 3000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccncc4 632338 3316986 6900 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(Cl)nc4 632339 3316987 870 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(C)nc4 632401 3316988 6600 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(C)nc4C 632262 3316989 5000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cc(C#N)c(C)nc4C 632263 3316990 2100 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cc(C(=O)N)c(C)nc4C 632264 3316991 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(O)ccnc4C(F)(F)F 632265 3316992 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnccn4 632266 3316993 6200 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(n4)c5cc(Cl)nc(Cl)c5 632335 3316994 5100 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(n4)c5ccccc5 632018 3316995 400 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(n4)c5ccc(OCC(F)(F)F)nc5 632019 3316996 380 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(s4)c5ccc(C)s5 632020 3316997 500 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5ccc(Cl)c(Cl)c5 631954 3316998 150 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5ccccn5 403091 3316999 5000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5cc(cc(C)n5)C(F)(F)F 632017 3317000 4200 nM
CCOc1ccc(nn1)n2ncc(c2C)c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3 403068 3317001 2600 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5ccc(nn5)N(C)C 631953 3317002 4500 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4oc(C)nc4C 632618 3317003 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4onc(Br)c4 632619 3317004 220 nM
CCOC(=O)c1c(C)noc1c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2 632529 3317005 1500 nM
COc1ccc(c2ccccc12)S(=O)(=O)N3C[C@H](C(=O)N4CCCNCC4)c5ccccc35 633300 3310342 1258.93 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(nn3)c4ccc5cc[nH]c5c4 633899 3311042 12 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(nn3)c4ccc5occc5c4 633822 3311036 8.8 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(nn3)c4ccc5sccc5c4 633823 3311037 1.8 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(nn3)c4ccc5[nH]ccc5c4 633825 3311039 21 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(nn3)c4ccc5[nH]c(cc5c4)C(F)(F)F 633897 3311040 2.2 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(nn3)c4ccc5[nH]c(C)cc5c4 633900 3311043 12 nM
CN1C[C@@H]2C[C@H]1CN2c3cnc(cn3)c4ccccc4 633901 3311044 26 nM
CN1C[C@@H]2C[C@H]1CN2c3cnc(cn3)c4ccc5occc5c4 632725 3311045 5.3 nM
CN1C[C@@H]2C[C@H]1CN2c3cnc(cn3)c4ccc5sccc5c4 632726 3311046 1.2 nM
CN1C[C@@H]2C[C@H]1CN2c3cnc(cn3)c4ccc5[nH]ccc5c4 632728 3311048 14 nM
CN1C[C@@H]2C[C@H]1CN2c3cnc(cn3)c4ccc5[nH]c(cc5c4)C(F)(F)F 632729 3311049 1.9 nM
CN1C[C@@H]2C[C@H]1CN2c3cnc(cn3)c4ccc5cc[nH]c5c4 632813 3311051 9 nM
CN1C[C@@H]2C[C@H]1CN2c3ncc(cn3)c4ccccc4 632814 3311052 22 nM
CN1C[C@@H]2C[C@H]1CN2c3ncc(cn3)c4ccc5occc5c4 632815 3311053 1.3 nM
CN1C[C@@H]2C[C@H]1CN2c3ncc(cn3)c4ccc5sccc5c4 632816 3311054 0.56 nM
CN1C[C@@H]2C[C@H]1CN2c3ncc(cn3)c4ccc5[nH]ccc5c4 632919 3311056 4.3 nM
CN1C[C@@H]2C[C@H]1CN2c3ncc(cn3)c4ccc5[nH]c(cc5c4)C(F)(F)F 632920 3311057 1.85 nM
CN1C[C@@H]2C[C@H]1CN2c3ncc(cn3)c4cccc5[nH]ccc45 632921 3311058 13 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4ccccc4 632922 3311059 10 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4ccc5occc5c4 632999 3311060 2.7 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4ccc5sccc5c4 633000 3311061 0.55 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4ccc5[nH]ncc5c4 633001 3311062 46 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4ccc5[nH]ccc5c4 633002 3311063 11 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4ccc5[nH]c(cc5c4)C(F)(F)F 633003 3311064 2 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4cccc5[nH]ccc45 633071 3311065 32 nM
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4ccc5cc[nH]c5c4 633072 3311066 2.9 nM
C(CCCN1CCN(CC1)c2ccccc2)CCN3CCN(CC3)c4ccccc4 649486 3367708 8000 nM
Cc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4cccc(C)c4)CC2 649485 3367709 2200 nM
COc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4cccc(OC)c4)CC2 649487 3367710 2400 nM
Clc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4cccc(Cl)c4)CC2 649356 3367711 300 nM
C(CCCN1CCN(CC1)c2ccccn2)CCN3CCN(CC3)c4ccccc4 649355 3367713 13000 nM
Cc1cccc(n1)N2CCN(CCCCCCN3CCN(CC3)c4ccccc4)CC2 649358 3367714 6400 nM
Cc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4ccccc4)CC2 651525 3367715 3800 nM
C(CCCN1CCN(CC1)c2ccnc3ccccc23)CCN4CCN(CC4)c5ccccc5 651554 3367716 3800 nM
Cc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4ccccn4)CC2 651555 3367717 8700 nM
Cc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4cccc(C)n4)CC2 651556 3367718 4100 nM
Cc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4ccnc5ccccc45)CC2 651560 3367719 900 nM
COc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4cccc(Cl)c4)CC2 651561 3367720 1200 nM
CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24 2261 3367721 17000 nM
CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24 34197 3367722 36000 nM
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl 155006 3367723 1020 nM
Cc1cccc(c1)N2CCN(CCCCNC(=O)c3oc4ccccc4c3)CC2 494033 3367724 930 nM
CN(C1CCCCC1)C(=O)CC[C@@H](C2CCCCC2)N3Cc4cc(Oc5ccccc5)ccc4N=C3N 387889 3423903 84 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4ccc5OCC(=O)Nc5c4)CC3 493093 3430612 63.1 nM
CN1C(=O)COc2ccc(CCN3CCN(CC3)c4cccc5nc(C)ccc45)cc12 493094 3430620 794.33 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5NC(=O)COc45)CC3 521630 3430628 2511.89 nM
CN1C(=O)COc2c(CCN3CCN(CC3)c4cccc5nc(C)ccc45)cccc12 521709 3430636 3981.07 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6nccn56)CC3 702138 3430644 1584.89 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6nc(C)cn56)CC3 700767 3430652 398.11 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6nc(C)c(C)n56)CC3 700768 3430660 398.11 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6nc(cn56)C(F)(F)F)CC3 700862 3430668 25.12 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6cncn56)CC3 700863 3430676 1000 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6nnc(C)n56)CC3 700960 3430684 12589.25 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(C)nnn56)CC3 700766 3430692 2511.89 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6nnnn56)CC3 700860 3430700 501.19 nM
CCOC(=O)c1ncn2c1COc3c(CCN4CCN(CC4)c5cccc6nc(C)ccc56)cccc23 700861 3430708 7943.28 nM
CC(=O)c1ncn2c1COc3c(CCN4CCN(CC4)c5cccc6nc(C)ccc56)cccc23 700958 3430716 6309.57 nM
CO\N=C(/C)\c1ncn2c1COc3c(CCN4CCN(CC4)c5cccc6nc(C)ccc56)cccc23 700959 3430724 2511.89 nM
CN(C)C(=O)c1ncn2c1COc3c(CCN4CCN(CC4)c5cccc6nc(C)ccc56)cccc23 701047 3430732 3981.07 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C#N)CC3 701048 3430740 1000 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)N)CC3 701137 3430756 31622.78 nM
CC(C)NC(=O)c1ncn2c1COc3c(CCN4CCN(CC4)c5cccc6nc(C)ccc56)cccc23 701223 3430764 2511.89 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)NC7CC7)CC3 701307 3430772 630.96 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)NC7CCC7)CC3 701393 3430780 501.19 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)NC7CCCC7)CC3 701484 3430788 199.53 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)NCC7CC7)CC3 701573 3430796 199.53 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)N7CCC7)CC3 701665 3430804 501.19 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)N7CCCC7)CC3 701763 3430812 1258.93 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)N7CCCCC7)CC3 701854 3430820 1000 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)N7CCOCC7)CC3 701949 3430828 31622.78 nM
Fc1ccc2c(cccc2c1)N3CCN(CCCOc4ccc5CNC(=O)c5c4)CC3 707894 3500916 439 nM
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl 155006 3500920 598 nM
C(COc1ccc2CNCc2c1)CN3CCN(CC3)c4cccc5ccccc45 707321 3500921 779 nM
Fc1cc2cccc(N3CCN(CCCOc4ccc5CNC(=O)c5c4)CC3)c2cc1F 706142 3500922 907 nM
Fc1ccc2cccc(N3CCN(CCCOc4ccc5CNCc5c4)CC3)c2c1 707436 3500923 931 nM
Fc1ccc2c(cccc2c1)N3CCN(CCCCOc4ccc5CNC(=O)c5c4)CC3 706141 3500924 969 nM
Fc1cccc2cccc(N3CCN(CCCOc4ccc5CNC(=O)c5c4)CC3)c12 707774 3500926 1290 nM
C(CCN1CCN(CC1)c2cccc3ccccc23)COc4ccc5CNCc5c4 707435 3500927 1560 nM
Fc1ccc2cccc(N3CCN(CCCCOc4ccc5CNCc5c4)CC3)c2c1 707543 3500928 1680 nM
O=C1NCc2ccc(OCCCCN3CCN(CC3)c4cccc5ccccc45)cc12 707659 3500930 1850 nM
Fc1cc2cccc(N3CCN(CCCCOc4ccc5CNC(=O)c5c4)CC3)c2cc1F 706259 3500931 1860 nM
Fc1cccc2cccc(N3CCN(CCCCOc4ccc5CNC(=O)c5c4)CC3)c12 707893 3500932 2060 nM
O=C1NCc2ccc(OCCCN3CCN(CC3)c4cccc5ccccc45)cc12 707544 3500935 2810 nM
Fc1ccc2cccc(N3CCN(CCCOc4ccc5CNC(=O)c5c4)CC3)c2c1 707660 3500936 3610 nM
FC(F)(F)c1cccc(c1)c2cc(CCCN3CCCCC3)nc(n2)C#N 615595 3516347 160 nM
N#Cc1nc(CCCN2CCCCC2)cc(n1)C3CCCCCC3 615598 3516348 700 nM
CCCc1cc(nc(n1)C#N)c2cc(cc(c2)C(F)(F)F)C(=O)N(C)CCN(C)C 710319 3516351 710 nM
CCCc1cc(nc(n1)C#N)c2cc(cc(c2)C(F)(F)F)C(=O)N(CCN(C)C)Cc3ccccc3 697248 3516352 120 nM
CCCc1cc(nc(n1)C#N)c2cc(cc(c2)C(F)(F)F)C(=O)N(C)Cc3ccccc3 710424 3516353 370 nM
OCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F 710524 3516354 31000 nM
CCC(CC)NC(=O)CCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F 710526 3516356 3160 nM
CCC(CC)NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F 615596 3516357 320 nM
CNCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F 710632 3516358 630 nM
FC(F)(F)CNCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F 709083 3516359 500 nM
CN1CCN(CCCc2cc(nc(n2)C#N)c3cccc(c3)C(F)(F)F)CC1 709084 3516360 1000 nM
FC(F)(F)c1cccc(c1)c2cc(CCCN3CCOCC3)nc(n2)C#N 709192 3516361 320 nM
COCCNCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F 709193 3516362 560 nM
OC1CCN(CCCc2cc(nc(n2)C#N)c3cccc(c3)C(F)(F)F)CC1 709301 3516363 1120 nM
FC(F)(F)c1cccc(c1)c2cc(CCCNc3ccccn3)nc(n2)C#N 709302 3516364 400 nM
NC(=O)CNCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F 709509 3516367 3980 nM
CC(C)(NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F)C(=O)N 709510 3516368 3160 nM
NC(=O)C1(CC1)NCCCc2cc(nc(n2)C#N)c3cccc(c3)C(F)(F)F 709608 3516369 1580 nM
NC(=O)C1(CCC1)NCCCc2cc(nc(n2)C#N)c3cccc(c3)C(F)(F)F 709609 3516370 2510 nM
CC(C)(NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F)C(=O)N 709510 3516432 3000 nM
Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3ccc(cc3)C(=N)N4CCCCC4)nc1 459318 3519168 200 nM
CCC(O)(c1cn(Cc2ccc3c(c4ccccc4)c(sc3c2)C(=O)OC)nn1)C(F)(F)F 717067 3599841 6300 nM
CCC(O)(c1cn(Cc2ccc3c(c(CO)sc3c2)c4ccccc4)nn1)C(F)(F)F 715495 3599844 13000 nM
CCC(O)(c1cn(Cc2ccc3c(c4ccccc4)c(sc3c2)C(C)(C)O)nn1)C(F)(F)F 715496 3599845 2600 nM
CCC(O)(c1cn(Cc2ccc3c(c4ccccc4)c(sc3c2)C(C)O)nn1)C(F)(F)F 715618 3599846 3800 nM
CCC(O)(c1cn(Cc2ccc3c(c4ccccc4)c(sc3c2)C(=O)C)nn1)C(F)(F)F 715619 3599847 4400 nM
CCC(O)(c1cn(Cc2ccc3c(c4ccccc4)c(sc3c2)C(=O)N)nn1)C(F)(F)F 715852 3599850 17000 nM
CC[C@](O)(c1cn(Cc2ccc3c(c4ccccc4)c(sc3c2)C(=O)N)nn1)C(F)(F)F 715853 3599851 16000 nM
CC[C@](O)(c1cn(Cc2ccc3c(c4cccc(F)c4)c(sc3c2)C(=O)N)nn1)C(F)(F)F 715964 3599852 14000 nM
CC[C@](O)(c1cn(Cc2ccc3c(c4ccc(F)cc4)c(sc3c2)C(=O)N)nn1)C(F)(F)F 715965 3599853 13000 nM
CC[C@@](O)(c1cn(Cc2ccc3c(c4ccc(F)cc4)c(sc3c2)C(=O)N)nn1)C(F)(F)F 716072 3599854 11000 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(NC(=O)c5ccccc5)c4)CC3 1055266 5087625 50.12 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(NC(=O)Nc5ccccc5)c4)CC3 1055279 5087656 316.23 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(NC(=O)c5csc(C)n5)c4)CC3 1055274 5087657 316.23 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(NS(=O)(=O)C)c4)CC3 1054187 5087670 501.19 nM
CCNC(=O)Nc1cccc(CCN2CCN(CC2)c3cccc4nc(C)ccc34)c1 1055276 5087676 630.96 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(c4)N5CCOC5=O)CC3 1054196 5087707 1995.26 nM
CC(=O)Nc1cccc(CCN2CCN(CC2)c3cccc4nc(C)ccc34)c1 1055262 5087715 3981.07 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(c4)N5CCNC5=O)CC3 1054194 5087719 12589.25 nM
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1)S(=O)(=O)c4ccc(F)cc4 1058462 5135067 35000 nM
C1C[C@H]2C[C@@H](C[C@@H]1N2)Oc3cccc(n3)c4ccccc4 1059279 5139618 1.3 nM
N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)nc(c1)c4ccccc4 1059486 5139619 119 nM
N#Cc1ccccc1c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)n2 1059490 5139620 7080 nM
N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ncccc4C#N 1059493 5139648 3802 nM
N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccn4 1059492 5139649 1621 nM
Nc1nccc2cc(CNCCc3ccccc3)ccc12 1057932 5122892 3162.28 nM
Nc1nccc2cc(O[C@H]3CCCN(Cc4ccccc4)C3)ccc12 1058164 5123974 794.33 nM
Nc1nccc2cc(O[C@H]3CCCNC3)ccc12 1057939 5123975 19952.62 nM
O=S(=O)(N1CCCNCC1)c2cccc3cnccc23 50822 5123980 25118.86 nM
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2 562359 5123989 79432.82 nM
Oc1nccc2c(cccc12)S(=O)(=O)N3CCCNCC3 695650 5123998 7943.28 nM
OCC1(CCCCCCC1)N2CCC(CC2)n3c(nc4ccccc34)N5CC6CNCC6C5 1062928 5165879 3700 nM
CC(C)(C)Cc1c[nH]c(n1)C(C)(O)Cc2ccc(cc2)c3ccc(F)cn3 1069697 5207991 5900 nM
CC(C)(C)Cc1c[nH]c(CC(C)(O)c2ccc(cc2)c3ccc(F)cn3)n1 1069698 5207992 4200 nM
CN(CC(=O)N)Cc1onc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24 1072306 5250503 31622.78 nM
Fc1cccc2c(cn(CC3CCOCC3)c12)c4nc(CN5CCCC5)cs4 1140097 6157231 1584.89 nM
CCN(CC)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(F)cccc24 1140098 6157232 794.33 nM
CN(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24 1140103 6157263 1995.26 nM
CCN(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24 1140104 6157264 794.33 nM
CC(C)N(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24 1140105 6157265 1000 nM
OC1CCN(Cc2csc(n2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1 1140106 6157266 2511.89 nM
COC1CCN(Cc2csc(n2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1 1140107 6157267 1584.89 nM
Clc1cccc2c(cn(CC3CCOCC3)c12)c4nc(CN5CCOCC5)cs4 1140108 6157268 3981.07 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC6(CC#N)CC6)c1 1138802 6161956 60 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCOC)c1 1138803 6161957 80 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCN(C)C)c1 1138804 6161958 180 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCCNS(=O)(=O)C)c1 1138805 6161959 80 nM
CCNC(=O)NCCCOc1cc(CCCOC)cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)c1 1138806 6161960 150 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC(C)(C)O)c1 1138807 6161961 130 nM
CCOC(=O)[C@H]1C[C@@H]1COc2cc(CCCOC)cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@@H]4c5ccc(OCCOc6c(Cl)cc(C)cc6Cl)cc5)c2 1138808 6161962 80 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OC[C@H]6C[C@@H]6C(=O)O)c1 1138809 6161963 1070 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OC[C@H]6C[C@@H]6C(=O)OCC(=O)N(C)C)c1 1138810 6161964 200 nM
